EpsgNumber|CrsName|AreaName
6351|NAD83(2011) / EPSG Arctic zone 5-29|Arctic - 74°30&#39;N to 69°30&#39;N, 173°W to 153°W
6352|NAD83(2011) / EPSG Arctic zone 5-31|Arctic - 74°30&#39;N to 69°30&#39;N, 157°W to 137°W
6353|NAD83(2011) / EPSG Arctic zone 6-14|Arctic - 71°10&#39;N to 66°10&#39;N, 174°W to 156°W
6354|NAD83(2011) / EPSG Arctic zone 6-16|Arctic - 71°10&#39;N to 66°10&#39;N, 156°W to 138°W
6355|NAD83(2011) / Alabama East|USA - Alabama - SPCS - E
6356|NAD83(2011) / Alabama West|USA - Alabama - SPCS - W
6357|NAVD88 depth|North America - Mexico and USA - onshore
6358|NAVD88 depth (ftUS)|USA - CONUS and Alaska - onshore
6359|NGVD29 depth (ftUS)|USA - CONUS - onshore
6360|NAVD88 height (ftUS)|USA - CONUS and Alaska - onshore
6362|Mexico ITRF92 / LCC|Mexico
6363|Mexico ITRF2008|Mexico
6364|Mexico ITRF2008|Mexico
6365|Mexico ITRF2008|Mexico
6366|Mexico ITRF2008 / UTM zone 11N|Mexico - west of 114°W
6367|Mexico ITRF2008 / UTM zone 12N|Mexico - 114°W to 108°W
6368|Mexico ITRF2008 / UTM zone 13N|Mexico - 108°W to 102°W
6369|Mexico ITRF2008 / UTM zone 14N|Mexico - 102°W to 96°W
6370|Mexico ITRF2008 / UTM zone 15N|Mexico - 96°W to 90°W
6371|Mexico ITRF2008 / UTM zone 16N|Mexico - east of 90°W
6372|Mexico ITRF2008 / LCC|Mexico
6381|UCS-2000 / Ukraine TM zone 7|Ukraine - west of 22.5°E
6382|UCS-2000 / Ukraine TM zone 8|Ukraine - 22.5°E to 25.5°E
6383|UCS-2000 / Ukraine TM zone 9|Ukraine - 25.5°E to 28.5°E
6384|UCS-2000 / Ukraine TM zone 10|Ukraine - 28.5°E to 31.5°E
6385|UCS-2000 / Ukraine TM zone 11|Ukraine - 31.5°E to 34.5°E
6386|UCS-2000 / Ukraine TM zone 12|Ukraine - 34.5°E to 37.5°E
6387|UCS-2000 / Ukraine TM zone 13|Ukraine - east of 37.5°E
6391|Cayman Islands National Grid 2011|Cayman Islands
6393|NAD83(2011) / Alaska Albers|USA - Alaska
6394|NAD83(2011) / Alaska zone 1|USA - Alaska - Panhandle
6395|NAD83(2011) / Alaska zone 2|USA - Alaska - 144°W to 141°W
6396|NAD83(2011) / Alaska zone 3|USA - Alaska - 148°W to 144°W
6397|NAD83(2011) / Alaska zone 4|USA - Alaska - 152°W to 148°W
6398|NAD83(2011) / Alaska zone 5|USA - Alaska - 156°W to 152°W
6399|NAD83(2011) / Alaska zone 6|USA - Alaska - 160°W to 156°W
6400|NAD83(2011) / Alaska zone 7|USA - Alaska - 164°W to 160°W
6401|NAD83(2011) / Alaska zone 8|USA - Alaska - north of 54.5°N; 168°W to 164°W
6402|NAD83(2011) / Alaska zone 9|USA - Alaska - north of 54.5°N; west of 168°W
6403|NAD83(2011) / Alaska zone 10|USA - Alaska - Aleutian Islands
6404|NAD83(2011) / Arizona Central|USA - Arizona - SPCS - C
6405|NAD83(2011) / Arizona Central (ft)|USA - Arizona - SPCS - C
6406|NAD83(2011) / Arizona East|USA - Arizona - SPCS - E
6407|NAD83(2011) / Arizona East (ft)|USA - Arizona - SPCS - E
6408|NAD83(2011) / Arizona West|USA - Arizona - SPCS - W
6409|NAD83(2011) / Arizona West (ft)|USA - Arizona - SPCS - W
6410|NAD83(2011) / Arkansas North|USA - Arkansas - SPCS - N
6411|NAD83(2011) / Arkansas North (ftUS)|USA - Arkansas - SPCS - N
6412|NAD83(2011) / Arkansas South|USA - Arkansas - SPCS - S
6413|NAD83(2011) / Arkansas South (ftUS)|USA - Arkansas - SPCS - S
6414|NAD83(2011) / California Albers|USA - California
6415|NAD83(2011) / California zone 1|USA - California - SPCS - 1
6416|NAD83(2011) / California zone 1 (ftUS)|USA - California - SPCS - 1
6417|NAD83(2011) / California zone 2|USA - California - SPCS - 2
6418|NAD83(2011) / California zone 2 (ftUS)|USA - California - SPCS - 2
6419|NAD83(2011) / California zone 3|USA - California - SPCS - 3
6420|NAD83(2011) / California zone 3 (ftUS)|USA - California - SPCS - 3
6421|NAD83(2011) / California zone 4|USA - California - SPCS - 4
6422|NAD83(2011) / California zone 4 (ftUS)|USA - California - SPCS - 4
6423|NAD83(2011) / California zone 5|USA - California - SPCS83 - 5
6424|NAD83(2011) / California zone 5 (ftUS)|USA - California - SPCS83 - 5
6425|NAD83(2011) / California zone 6|USA - California - SPCS - 6
6426|NAD83(2011) / California zone 6 (ftUS)|USA - California - SPCS - 6
6427|NAD83(2011) / Colorado Central|USA - Colorado - SPCS - C
6428|NAD83(2011) / Colorado Central (ftUS)|USA - Colorado - SPCS - C
6429|NAD83(2011) / Colorado North|USA - Colorado - SPCS - N
6430|NAD83(2011) / Colorado North (ftUS)|USA - Colorado - SPCS - N
6431|NAD83(2011) / Colorado South|USA - Colorado - SPCS - S
6432|NAD83(2011) / Colorado South (ftUS)|USA - Colorado - SPCS - S
6433|NAD83(2011) / Connecticut|USA - Connecticut
6434|NAD83(2011) / Connecticut (ftUS)|USA - Connecticut
6435|NAD83(2011) / Delaware|USA - Delaware
6436|NAD83(2011) / Delaware (ftUS)|USA - Delaware
6437|NAD83(2011) / Florida East|USA - Florida - SPCS - E
6438|NAD83(2011) / Florida East (ftUS)|USA - Florida - SPCS - E
6439|NAD83(2011) / Florida GDL Albers|USA - Florida
6440|NAD83(2011) / Florida North|USA - Florida - SPCS - N
6441|NAD83(2011) / Florida North (ftUS)|USA - Florida - SPCS - N
6442|NAD83(2011) / Florida West|USA - Florida - SPCS - W
6443|NAD83(2011) / Florida West (ftUS)|USA - Florida - SPCS - W
6444|NAD83(2011) / Georgia East|USA - Georgia - SPCS - E
6445|NAD83(2011) / Georgia East (ftUS)|USA - Georgia - SPCS - E
6446|NAD83(2011) / Georgia West|USA - Georgia - SPCS - W
6447|NAD83(2011) / Georgia West (ftUS)|USA - Georgia - SPCS - W
6448|NAD83(2011) / Idaho Central|USA - Idaho - SPCS - C
6449|NAD83(2011) / Idaho Central (ftUS)|USA - Idaho - SPCS - C
6450|NAD83(2011) / Idaho East|USA - Idaho - SPCS - E
6451|NAD83(2011) / Idaho East (ftUS)|USA - Idaho - SPCS - E
6452|NAD83(2011) / Idaho West|USA - Idaho - SPCS - W
6453|NAD83(2011) / Idaho West (ftUS)|USA - Idaho - SPCS - W
6454|NAD83(2011) / Illinois East|USA - Illinois - SPCS - E
6455|NAD83(2011) / Illinois East (ftUS)|USA - Illinois - SPCS - E
6456|NAD83(2011) / Illinois West|USA - Illinois - SPCS - W
6457|NAD83(2011) / Illinois West (ftUS)|USA - Illinois - SPCS - W
6458|NAD83(2011) / Indiana East|USA - Indiana - SPCS - E
6459|NAD83(2011) / Indiana East (ftUS)|USA - Indiana - SPCS - E
6460|NAD83(2011) / Indiana West|USA - Indiana - SPCS - W
6461|NAD83(2011) / Indiana West (ftUS)|USA - Indiana - SPCS - W
6462|NAD83(2011) / Iowa North|USA - Iowa - SPCS - N
6463|NAD83(2011) / Iowa North (ftUS)|USA - Iowa - SPCS - N
6464|NAD83(2011) / Iowa South|USA - Iowa - SPCS - S
6465|NAD83(2011) / Iowa South (ftUS)|USA - Iowa - SPCS - S
6466|NAD83(2011) / Kansas North|USA - Kansas - SPCS - N
6467|NAD83(2011) / Kansas North (ftUS)|USA - Kansas - SPCS - N
6468|NAD83(2011) / Kansas South|USA - Kansas - SPCS - S
6469|NAD83(2011) / Kansas South (ftUS)|USA - Kansas - SPCS - S
6470|NAD83(2011) / Kentucky North|USA - Kentucky - SPCS - N
6471|NAD83(2011) / Kentucky North (ftUS)|USA - Kentucky - SPCS - N
6472|NAD83(2011) / Kentucky Single Zone|USA - Kentucky
6473|NAD83(2011) / Kentucky Single Zone (ftUS)|USA - Kentucky
6474|NAD83(2011) / Kentucky South|USA - Kentucky - SPCS - S
6475|NAD83(2011) / Kentucky South (ftUS)|USA - Kentucky - SPCS - S
6476|NAD83(2011) / Louisiana North|USA - Louisiana - SPCS - N
6477|NAD83(2011) / Louisiana North (ftUS)|USA - Louisiana - SPCS - N
6478|NAD83(2011) / Louisiana South|USA - Louisiana - SPCS83 - S
6479|NAD83(2011) / Louisiana South (ftUS)|USA - Louisiana - SPCS83 - S
6480|NAD83(2011) / Maine CS2000 Central|USA - Maine - CS2000 - C
6481|NAD83(2011) / Maine CS2000 East|USA - Maine - CS2000 - E
6482|NAD83(2011) / Maine CS2000 West|USA - Maine - CS2000 - W
6483|NAD83(2011) / Maine East|USA - Maine - SPCS - E
6484|NAD83(2011) / Maine East (ftUS)|USA - Maine - SPCS - E
6485|NAD83(2011) / Maine West|USA - Maine - SPCS - W
6486|NAD83(2011) / Maine West (ftUS)|USA - Maine - SPCS - W
6487|NAD83(2011) / Maryland|USA - Maryland
6488|NAD83(2011) / Maryland (ftUS)|USA - Maryland
6489|NAD83(2011) / Massachusetts Island|USA - Massachusetts - SPCS - islands
6490|NAD83(2011) / Massachusetts Island (ftUS)|USA - Massachusetts - SPCS - islands
6491|NAD83(2011) / Massachusetts Mainland|USA - Massachusetts - SPCS - mainland
6492|NAD83(2011) / Massachusetts Mainland (ftUS)|USA - Massachusetts - SPCS - mainland
6493|NAD83(2011) / Michigan Central|USA - Michigan - SPCS - C
6494|NAD83(2011) / Michigan Central (ft)|USA - Michigan - SPCS - C
6495|NAD83(2011) / Michigan North|USA - Michigan - SPCS - N
6496|NAD83(2011) / Michigan North (ft)|USA - Michigan - SPCS - N
6497|NAD83(2011) / Michigan Oblique Mercator|USA - Michigan
6498|NAD83(2011) / Michigan South|USA - Michigan - SPCS - S
6499|NAD83(2011) / Michigan South (ft)|USA - Michigan - SPCS - S
6500|NAD83(2011) / Minnesota Central|USA - Minnesota - SPCS - C
6501|NAD83(2011) / Minnesota Central (ftUS)|USA - Minnesota - SPCS - C
6502|NAD83(2011) / Minnesota North|USA - Minnesota - SPCS - N
6503|NAD83(2011) / Minnesota North (ftUS)|USA - Minnesota - SPCS - N
6504|NAD83(2011) / Minnesota South|USA - Minnesota - SPCS - S
6505|NAD83(2011) / Minnesota South (ftUS)|USA - Minnesota - SPCS - S
6506|NAD83(2011) / Mississippi East|USA - Mississippi - SPCS - E
6507|NAD83(2011) / Mississippi East (ftUS)|USA - Mississippi - SPCS - E
6508|NAD83(2011) / Mississippi TM|USA - Mississippi
6509|NAD83(2011) / Mississippi West|USA - Mississippi - SPCS - W
6510|NAD83(2011) / Mississippi West (ftUS)|USA - Mississippi - SPCS - W
6511|NAD83(2011) / Missouri Central|USA - Missouri - SPCS - C
6512|NAD83(2011) / Missouri East|USA - Missouri - SPCS - E
6513|NAD83(2011) / Missouri West|USA - Missouri - SPCS - W
6514|NAD83(2011) / Montana|USA - Montana
6515|NAD83(2011) / Montana (ft)|USA - Montana
6516|NAD83(2011) / Nebraska|USA - Nebraska
6517|NAD83(2011) / Nebraska (ftUS)|USA - Nebraska
6518|NAD83(2011) / Nevada Central|USA - Nevada - SPCS - C
6519|NAD83(2011) / Nevada Central (ftUS)|USA - Nevada - SPCS - C
6520|NAD83(2011) / Nevada East|USA - Nevada - SPCS - E
6521|NAD83(2011) / Nevada East (ftUS)|USA - Nevada - SPCS - E
6522|NAD83(2011) / Nevada West|USA - Nevada - SPCS - W
6523|NAD83(2011) / Nevada West (ftUS)|USA - Nevada - SPCS - W
6524|NAD83(2011) / New Hampshire|USA - New Hampshire
6525|NAD83(2011) / New Hampshire (ftUS)|USA - New Hampshire
6526|NAD83(2011) / New Jersey|USA - New Jersey
6527|NAD83(2011) / New Jersey (ftUS)|USA - New Jersey
6528|NAD83(2011) / New Mexico Central|USA - New Mexico - SPCS83 - C
6529|NAD83(2011) / New Mexico Central (ftUS)|USA - New Mexico - SPCS83 - C
6530|NAD83(2011) / New Mexico East|USA - New Mexico - SPCS - E
6531|NAD83(2011) / New Mexico East (ftUS)|USA - New Mexico - SPCS - E
6532|NAD83(2011) / New Mexico West|USA - New Mexico - SPCS83 - W
6533|NAD83(2011) / New Mexico West (ftUS)|USA - New Mexico - SPCS83 - W
6534|NAD83(2011) / New York Central|USA - New York - SPCS - C
6535|NAD83(2011) / New York Central (ftUS)|USA - New York - SPCS - C
6536|NAD83(2011) / New York East|USA - New York - SPCS - E
6537|NAD83(2011) / New York East (ftUS)|USA - New York - SPCS - E
6538|NAD83(2011) / New York Long Island|USA - New York - SPCS - Long Island
6539|NAD83(2011) / New York Long Island (ftUS)|USA - New York - SPCS - Long Island
6540|NAD83(2011) / New York West|USA - New York - SPCS - W
6541|NAD83(2011) / New York West (ftUS)|USA - New York - SPCS - W
6542|NAD83(2011) / North Carolina|USA - North Carolina
6543|NAD83(2011) / North Carolina (ftUS)|USA - North Carolina
6544|NAD83(2011) / North Dakota North|USA - North Dakota - SPCS - N
6545|NAD83(2011) / North Dakota North (ft)|USA - North Dakota - SPCS - N
6546|NAD83(2011) / North Dakota South|USA - North Dakota - SPCS - S
6547|NAD83(2011) / North Dakota South (ft)|USA - North Dakota - SPCS - S
6548|NAD83(2011) / Ohio North|USA - Ohio - SPCS - N
6549|NAD83(2011) / Ohio North (ftUS)|USA - Ohio - SPCS - N
6550|NAD83(2011) / Ohio South|USA - Ohio - SPCS - S
6551|NAD83(2011) / Ohio South (ftUS)|USA - Ohio - SPCS - S
6552|NAD83(2011) / Oklahoma North|USA - Oklahoma - SPCS - N
6553|NAD83(2011) / Oklahoma North (ftUS)|USA - Oklahoma - SPCS - N
6554|NAD83(2011) / Oklahoma South|USA - Oklahoma - SPCS - S
6555|NAD83(2011) / Oklahoma South (ftUS)|USA - Oklahoma - SPCS - S
6556|NAD83(2011) / Oregon LCC (m)|USA - Oregon
6557|NAD83(2011) / Oregon GIC Lambert (ft)|USA - Oregon
6558|NAD83(2011) / Oregon North|USA - Oregon - SPCS - N
6559|NAD83(2011) / Oregon North (ft)|USA - Oregon - SPCS - N
6560|NAD83(2011) / Oregon South|USA - Oregon - SPCS - S
6561|NAD83(2011) / Oregon South (ft)|USA - Oregon - SPCS - S
6562|NAD83(2011) / Pennsylvania North|USA - Pennsylvania - SPCS - N
6563|NAD83(2011) / Pennsylvania North (ftUS)|USA - Pennsylvania - SPCS - N
6564|NAD83(2011) / Pennsylvania South|USA - Pennsylvania - SPCS - S
6565|NAD83(2011) / Pennsylvania South (ftUS)|USA - Pennsylvania - SPCS - S
6566|NAD83(2011) / Puerto Rico and Virgin Is.|Caribbean - Puerto Rico and US Virgin Islands - onshore
6567|NAD83(2011) / Rhode Island|USA - Rhode Island
6568|NAD83(2011) / Rhode Island (ftUS)|USA - Rhode Island
6569|NAD83(2011) / South Carolina|USA - South Carolina
6570|NAD83(2011) / South Carolina (ft)|USA - South Carolina
6571|NAD83(2011) / South Dakota North|USA - South Dakota - SPCS - N
6572|NAD83(2011) / South Dakota North (ftUS)|USA - South Dakota - SPCS - N
6573|NAD83(2011) / South Dakota South|USA - South Dakota - SPCS - S
6574|NAD83(2011) / South Dakota South (ftUS)|USA - South Dakota - SPCS - S
6575|NAD83(2011) / Tennessee|USA - Tennessee
6576|NAD83(2011) / Tennessee (ftUS)|USA - Tennessee
6577|NAD83(2011) / Texas Central|USA - Texas - SPCS - C
6578|NAD83(2011) / Texas Central (ftUS)|USA - Texas - SPCS - C
6579|NAD83(2011) / Texas Centric Albers Equal Area|USA - Texas
6580|NAD83(2011) / Texas Centric Lambert Conformal|USA - Texas
6581|NAD83(2011) / Texas North|USA - Texas - SPCS - N
6582|NAD83(2011) / Texas North (ftUS)|USA - Texas - SPCS - N
6583|NAD83(2011) / Texas North Central|USA - Texas - SPCS - NC
6584|NAD83(2011) / Texas North Central (ftUS)|USA - Texas - SPCS - NC
6585|NAD83(2011) / Texas South|USA - Texas - SPCS83 - S
6586|NAD83(2011) / Texas South (ftUS)|USA - Texas - SPCS83 - S
6587|NAD83(2011) / Texas South Central|USA - Texas - SPCS83 - SC
6588|NAD83(2011) / Texas South Central (ftUS)|USA - Texas - SPCS83 - SC
6589|NAD83(2011) / Vermont|USA - Vermont
6590|NAD83(2011) / Vermont (ftUS)|USA - Vermont
6591|NAD83(2011) / Virginia Lambert|USA - Virginia
6592|NAD83(2011) / Virginia North|USA - Virginia - SPCS - N
6593|NAD83(2011) / Virginia North (ftUS)|USA - Virginia - SPCS - N
6594|NAD83(2011) / Virginia South|USA - Virginia - SPCS - S
6595|NAD83(2011) / Virginia South (ftUS)|USA - Virginia - SPCS - S
6596|NAD83(2011) / Washington North|USA - Washington - SPCS83 - N
6597|NAD83(2011) / Washington North (ftUS)|USA - Washington - SPCS83 - N
6598|NAD83(2011) / Washington South|USA - Washington - SPCS83 - S
6599|NAD83(2011) / Washington South (ftUS)|USA - Washington - SPCS83 - S
6600|NAD83(2011) / West Virginia North|USA - West Virginia - SPCS - N
6601|NAD83(2011) / West Virginia North (ftUS)|USA - West Virginia - SPCS - N
6602|NAD83(2011) / West Virginia South|USA - West Virginia - SPCS - S
6603|NAD83(2011) / West Virginia South (ftUS)|USA - West Virginia - SPCS - S
6604|NAD83(2011) / Wisconsin Central|USA - Wisconsin - SPCS - C
6605|NAD83(2011) / Wisconsin Central (ftUS)|USA - Wisconsin - SPCS - C
6606|NAD83(2011) / Wisconsin North|USA - Wisconsin - SPCS - N
6607|NAD83(2011) / Wisconsin North (ftUS)|USA - Wisconsin - SPCS - N
6608|NAD83(2011) / Wisconsin South|USA - Wisconsin - SPCS - S
6609|NAD83(2011) / Wisconsin South (ftUS)|USA - Wisconsin - SPCS - S
6610|NAD83(2011) / Wisconsin Transverse Mercator|USA - Wisconsin
6611|NAD83(2011) / Wyoming East|USA - Wyoming - SPCS - E
6612|NAD83(2011) / Wyoming East (ftUS)|USA - Wyoming - SPCS - E
6613|NAD83(2011) / Wyoming East Central|USA - Wyoming - SPCS - EC
6614|NAD83(2011) / Wyoming East Central (ftUS)|USA - Wyoming - SPCS - EC
6615|NAD83(2011) / Wyoming West|USA - Wyoming - SPCS - W
6616|NAD83(2011) / Wyoming West (ftUS)|USA - Wyoming - SPCS - W
6617|NAD83(2011) / Wyoming West Central|USA - Wyoming - SPCS - WC
6618|NAD83(2011) / Wyoming West Central (ftUS)|USA - Wyoming - SPCS - WC
6619|NAD83(2011) / Utah Central|USA - Utah - SPCS - C
6620|NAD83(2011) / Utah North|USA - Utah - SPCS - N
6621|NAD83(2011) / Utah South|USA - Utah - SPCS - S
6622|NAD83(CSRS) / Quebec Lambert|Canada - Quebec
6623|NAD83 / Quebec Albers|Canada - Quebec
6624|NAD83(CSRS) / Quebec Albers|Canada - Quebec
6625|NAD83(2011) / Utah Central (ftUS)|USA - Utah - SPCS - C
6626|NAD83(2011) / Utah North (ftUS)|USA - Utah - SPCS - N
6627|NAD83(2011) / Utah South (ftUS)|USA - Utah - SPCS - S
6628|NAD83(PA11) / Hawaii zone 1|USA - Hawaii - island of Hawaii - onshore
6629|NAD83(PA11) / Hawaii zone 2|USA - Hawaii - Maui; Kahoolawe; Lanai; Molokai - onshore
6630|NAD83(PA11) / Hawaii zone 3|USA - Hawaii - Oahu - onshore
6631|NAD83(PA11) / Hawaii zone 4|USA - Hawaii - Kauai - onshore
6632|NAD83(PA11) / Hawaii zone 5|USA - Hawaii - Niihau - onshore
6633|NAD83(PA11) / Hawaii zone 3 (ftUS)|USA - Hawaii - Oahu - onshore
6634|NAD83(PA11) / UTM zone 4N|USA - 162°W to 156°W  onshore - HI
6635|NAD83(PA11) / UTM zone 5N|USA - 156°W to 150°W onshore - HI
6636|NAD83(PA11) / UTM zone 2S|American Samoa - 2 main island groups and Rose Island
6637|NAD83(MA11) / Guam Map Grid|Guam - onshore
6638|Tutuila 1962 height|American Samoa - Tutuila island
6639|Guam 1963 height|Guam - onshore
6640|NMVD03 height|Northern Mariana Islands - Rota, Saipan and Tinian
6641|PRVD02 height|Puerto Rico - onshore
6642|VIVD09 height|Virgin Islands, US - onshore
6643|ASVD02 height|American Samoa - Tutuila island
6644|GUVD04 height|Guam - onshore
6646|Karbala 1979 / Iraq National Grid|Iraq - onshore
6647|CGVD2013 height|Canada
6649|NAD83(CSRS) + CGVD2013 height|Canada
6650|NAD83(CSRS) / UTM zone 7N + CGVD2013 height|Canada - 144°W to 138°W
6651|NAD83(CSRS) / UTM zone 8N + CGVD2013 height|Canada - 138°W to 132°W
6652|NAD83(CSRS) / UTM zone 9N + CGVD2013 height|Canada - 132°W to 126°W
6653|NAD83(CSRS) / UTM zone 10N + CGVD2013 height|Canada - 126°W to 120°W
6654|NAD83(CSRS) / UTM zone 11N + CGVD2013 height|Canada - 120°W to 114°W
6655|NAD83(CSRS) / UTM zone 12N + CGVD2013 height|Canada - 114°W to 108°W
6656|NAD83(CSRS) / UTM zone 13N + CGVD2013 height|Canada - 108°W to 102°W
6657|NAD83(CSRS) / UTM zone 14N + CGVD2013 height|Canada - 102°W to 96°W
6658|NAD83(CSRS) / UTM zone 15N + CGVD2013 height|Canada - 96°W to 90°W
6659|NAD83(CSRS) / UTM zone 16N + CGVD2013 height|Canada - 90°W to 84°W
6660|NAD83(CSRS) / UTM zone 17N + CGVD2013 height|Canada - 84°W to 78°W
6661|NAD83(CSRS) / UTM zone 18N + CGVD2013 height|Canada - 78°W to 72°W
6662|NAD83(CSRS) / UTM zone 19N + CGVD2013 height|Canada - 72°W to 66°W
6663|NAD83(CSRS) / UTM zone 20N + CGVD2013 height|Canada - 66°W to 60°W
6664|NAD83(CSRS) / UTM zone 21N + CGVD2013 height|Canada - 60°W to 54°W
6665|NAD83(CSRS) / UTM zone 22N + CGVD2013 height|Canada - 54°W to 48°W
6666|JGD2011|Japan
6667|JGD2011|Japan
6668|JGD2011|Japan
6669|JGD2011 / Japan Plane Rectangular CS I|Japan - zone I
6670|JGD2011 / Japan Plane Rectangular CS II|Japan - zone II
6671|JGD2011 / Japan Plane Rectangular CS III|Japan - zone III
6672|JGD2011 / Japan Plane Rectangular CS IV|Japan - zone IV
6673|JGD2011 / Japan Plane Rectangular CS V|Japan - zone V
6674|JGD2011 / Japan Plane Rectangular CS VI|Japan - zone VI
6675|JGD2011 / Japan Plane Rectangular CS VII|Japan - zone VII
6676|JGD2011 / Japan Plane Rectangular CS VIII|Japan - zone VIII
6677|JGD2011 / Japan Plane Rectangular CS IX|Japan - zone IX
6678|JGD2011 / Japan Plane Rectangular CS X|Japan - zone X
6679|JGD2011 / Japan Plane Rectangular CS XI|Japan - zone XI
6680|JGD2011 / Japan Plane Rectangular CS XII|Japan - zone XII
6681|JGD2011 / Japan Plane Rectangular CS XIII|Japan - zone XIII
6682|JGD2011 / Japan Plane Rectangular CS XIV|Japan - zone XIV
6683|JGD2011 / Japan Plane Rectangular CS XV|Japan - zone XV
6684|JGD2011 / Japan Plane Rectangular CS XVI|Japan - zone XVI
6685|JGD2011 / Japan Plane Rectangular CS XVII|Japan - zone XVII
6686|JGD2011 / Japan Plane Rectangular CS XVIII|Japan - zone XVIII
6687|JGD2011 / Japan Plane Rectangular CS XIX|Japan - Minamitori-shima (Marcus Island) - onshore
6688|JGD2011 / UTM zone 51N|Japan - 120°E to 126°E
6689|JGD2011 / UTM zone 52N|Japan - 126°E to 132°E
6690|JGD2011 / UTM zone 53N|Japan - 132°E to 138°E
6691|JGD2011 / UTM zone 54N|Japan - 138°E to 144°E
6692|JGD2011 / UTM zone 55N|Japan - 144°E to 150°E
6693|JSLD72 height|Japan - onshore - Hokkaido
6694|JGD2000 (vertical) height|Japan - onshore mainland
6695|JGD2011 (vertical) height|Japan - onshore mainland
6696|JGD2000 + JGD2000 (vertical) height|Japan - onshore mainland
6697|JGD2011 + JGD2011 (vertical) height|Japan - onshore mainland
6700|Tokyo + JSLD72 height|Japan - onshore - Hokkaido
6703|WGS 84 / TM 60 SW|Falkland Islands -  offshore 63°W to 57°W
6704|RDN2008|Italy - including San Marino and Vatican
6705|RDN2008|Italy - including San Marino and Vatican
6706|RDN2008|Italy - including San Marino and Vatican
6707|RDN2008 / UTM zone 32N (N-E)|Italy - west of 12°E
6708|RDN2008 / UTM zone 33N (N-E)|Italy - 12°E to 18°E
6709|RDN2008 / UTM zone 34N (N-E)|Italy - east of 18°E
6715|Christmas Island Grid 1985|Christmas Island - onshore
6720|WGS 84 / CIG92|Christmas Island - onshore
6721|GDA94 / CIG94|Christmas Island - onshore
6722|WGS 84 / CKIG92|Cocos (Keeling) Islands - onshore
6723|GDA94 / CKIG94|Cocos (Keeling) Islands - onshore
6732|GDA94 / MGA zone 41|Heard Island and McDonald Islands - west of 66°E
6733|GDA94 / MGA zone 42|Heard Island and McDonald Islands - 66°E to 72°E
6734|GDA94 / MGA zone 43|Heard Island and McDonald Islands - 72°E to 78°E
6735|GDA94 / MGA zone 44|Heard Island and McDonald Islands - east of 78°E
6736|GDA94 / MGA zone 46|Cocos (Keeling) Islands - west of 96°E
6737|GDA94 / MGA zone 47|Cocos (Keeling) Islands - east of 96°E
6738|GDA94 / MGA zone 59|Norfolk Island - east of 168°E
6781|NAD83(CORS96)|USA - CONUS and Alaska; PRVI
